21210
7693	7772	1275
8092	8213	1355
8879	8964	1477
9142	9230	1563
9713	9902	1652
10291	10338	1842
10685	10834	1890
11866	11937	2040
12342	12419	2112
13131	13308	2190
13754	13827	2368
14225	14424	2442
14544	14619	2642
15213	15284	2718
15611	15752	2790
16228	16373	2932
17607	17838	3078
19868	20098	3310
20169	20317	3541
20740	20885	3690
22364	22412	3836
22836	22885	3885
26158	26207	3935
28096	28130	3985
29508	29543	4020
31477	31584	4056
36017	36097	4164
36733	36813	4245
37625	37720	4326
50245	50563	4422
0	1273	0
7692	7771	1274
8091	8212	1354
8878	8963	1476
9141	9229	1562
9712	9901	1651
10290	10337	1841
10684	10833	1889
13130	13307	2039
13753	13826	2217
14224	14423	2291
14543	14618	2491
15212	15283	2567
15610	15751	2639
16227	16372	2781
17606	17837	2927
19867	20097	3159
20168	20316	3390
20739	20884	3539
22363	22411	3685
22835	22884	3734
26157	26206	3784
28095	28168	3834
28323	28462	3908
29413	29542	4048
31476	31583	4178
36016	36096	4286
36732	36812	4367
37624	37719	4448
50244	50562	4544
0	116	0
16564	16607	117
21706	21780	161
25583	25646	236
26863	27091	300
29540	29634	529
30366	30428	624
35735	35790	687
38551	38630	743
42580	42648	823
43425	43531	892
44786	44827	999
46251	46361	1041
46472	46706	1152
46950	47063	1387
47602	47693	1501
49390	49491	1593
49700	49837	1695
50322	50447	1833
52132	52616	1959
52806	52941	2444
53623	53769	2580
55959	56073	2727
57827	58410	2842
59132	59337	3426
61239	61303	3632
62034	62978	3697
65636	68429	4642
0	749	0
842	905	750
994	1084	814
2606	2672	905
2767	2834	972
2999	3173	1040
0	87	0
0	84	0
6565	6727	85
7727	7798	248
7916	7962	320
8629	8738	367
9936	9985	477
10065	10205	527
10777	10845	668
10950	11862	737
0	630	0
1223	1365	631
1538	1646	774
1735	1894	883
1985	2959	1043
0	79	0
0	545	0
661	752	546
1369	1542	638
1936	2050	812
2194	2231	927
2955	3093	965
4132	4172	1104
0	223	0
1864	2009	224
2261	2433	370
3214	3299	543
3451	3967	629
0	1857	0
3952	4481	1858
6218	6303	2388
7455	7550	2474
0	2047	0
18301	18382	2048
0	301	0
2604	2675	302
6866	6956	374
7040	7094	465
0	145	0
5972	6091	146
8813	8995	266
10122	10211	449
10439	10578	539
11194	11336	679
11446	11541	822
12267	12383	918
14580	14661	1035
15334	15408	1117
15731	15793	1192
15922	16021	1255
16622	16699	1355
22803	23026	1433
24315	26471	1657
0	145	0
5972	6091	146
8813	8995	266
10122	10211	449
10439	10578	539
11194	11336	679
11446	11541	822
12267	12383	918
14580	14661	1035
15334	15408	1117
15731	15793	1192
15922	16021	1255
16622	16699	1355
22803	22963	1433
24315	26471	1594
0	141	0
6753	6880	142
9266	9407	270
12189	12230	412
13296	13409	454
15588	15759	568
18570	18844	740
20472	20608	1015
23914	24232	1152
25884	26055	1471
26752	27023	1643
28216	28352	1915
32068	32461	2052
34303	34471	2446
35216	35481	2615
35571	35707	2881
36141	36302	3018
0	1422	0
1632	1700	1423
1790	2253	1492
0	2786	0
3382	3492	2787
3617	3736	2898
4250	4357	3018
5660	5939	3126
6129	6349	3406
6622	6747	3627
6835	7005	3753
9997	10122	3924
10209	10365	4050
16238	16374	4207
28504	28794	4344
0	277	0
404	505	278
904	1126	380
1363	2134	603
0	3927	0
9388	9505	3928
43929	43968	4046
135004	135060	4086
191426	191528	4143
0	3308	0
6737	6825	3309
0	960	0
4523	4854	961
7420	7551	1293
0	2853	0
5419	5550	2854
0	1219	0
2623	2743	1220
2979	3068	1341
4543	4580	1431
6746	6808	1469
7792	7930	1532
8939	9043	1671
10472	10571	1776
12422	12506	1876
12866	12972	1961
14255	14377	2068
28519	28642	2191
0	170	0
4913	5125	171
9256	9404	384
10573	10680	533
14181	14283	641
19508	19668	744
21409	21544	905
21934	22300	1041
22735	22936	1408
24796	24982	1610
25132	25260	1797
26090	26226	1926
27607	28093	2063
0	250	0
3166	3238	251
7743	7869	324
12429	12620	451
13807	16861	643
0	140	0
9152	9278	141
10033	10216	268
10945	19039	452
0	140	0
9152	9278	141
10033	10216	268
10948	19039	452
0	89	0
6161	6287	90
8758	8941	217
9938	11168	401
0	150	0
14624	14750	151
15180	15351	278
16026	17578	450
0	1597	0
3306	3486	1598
6063	6189	1779
11620	11753	1906
0	72	0
660	746	73
2562	2644	160
4000	4045	243
4610	4651	289
9291	9353	331
9445	9700	394
9818	9834	650
10186	10252	667
10360	10436	734
10553	10590	811
11523	11775	849
11997	12247	1102
14305	14446	1353
15894	16044	1495
16481	16557	1646
17362	17646	1723
0	81	0
2562	2644	82
4000	4045	165
4610	4651	211
9291	9353	253
9445	9700	316
9818	9834	572
10186	10252	589
10360	10436	656
10553	10590	733
11523	11775	771
11997	12247	1024
14305	14446	1275
15894	16044	1417
16481	16557	1568
17362	17646	1645
0	317	0
3009	3085	318
4715	4865	395
7799	7946	546
8083	8330	694
8782	9031	942
11231	11307	1192
11904	12064	1269
13384	13522	1430
16031	16180	1569
16932	16976	1719
18015	18122	1764
20202	20221	1872
21645	21825	1892
22061	22135	2073
27382	27444	2148
30191	30235	2211
30681	30744	2256
31068	31165	2320
31243	31529	2418
0	317	0
3009	3085	318
4715	4865	395
7799	7946	546
8083	8330	694
8782	9031	942
11231	11307	1192
11904	12064	1269
13384	13522	1430
16031	16180	1569
16932	16976	1719
18015	18122	1764
22061	22135	1872
27382	27444	1947
30191	30235	2010
30681	30744	2055
31068	31165	2119
31912	31976	2217
0	317	0
4715	4865	318
7799	7946	469
8083	8330	617
8782	9031	865
11231	11307	1115
11904	12064	1192
13384	13522	1353
16031	16180	1492
16932	16976	1642
18015	18122	1687
20202	20221	1795
21645	21828	1815
22061	22135	1999
27382	27444	2074
30191	30235	2137
30681	30744	2182
31068	31165	2246
48088	48161	2344
49925	49997	2418
0	1127	0
1210	1284	1128
2754	2816	1203
3402	3446	1266
4769	4832	1311
8250	8347	1375
9264	9463	1473
0	1130	0
1210	1284	1131
2754	2816	1206
3402	3446	1269
4769	4832	1314
8250	8347	1378
9264	9463	1476
0	1130	0
1210	1284	1131
2754	2816	1206
3402	3446	1269
4769	4832	1314
8250	8347	1378
9790	10056	1476
0	377	0
15739	15923	378
18920	19074	563
20534	20662	718
24514	24643	847
24796	24949	977
26579	27046	1131
0	402	0
12398	12582	403
13938	14092	588
15514	15642	743
19630	19759	872
21535	21688	1002
26600	27575	1156
0	1594	0
0	337	0
6593	6783	338
7407	7551	529
10306	10400	674
12940	13020	769
15646	15749	850
17879	17967	954
18128	18267	1043
18696	18874	1183
20062	20149	1362
20275	20313	1450
20385	20548	1489
21321	21374	1653
21514	21592	1707
21752	23698	1786
0	295	0
26282	26364	296
49169	49220	379
51153	51281	431
53328	53407	560
56496	56642	640
57423	57564	787
57649	57795	929
60199	60261	1076
61239	61322	1139
65528	65671	1223
68616	68783	1367
72055	72372	1535
0	294	0
26281	26363	295
49168	49219	378
51152	51280	430
53327	53406	559
56495	56641	639
57422	57563	786
57723	57794	928
60198	60260	1000
61238	61321	1063
65568	65670	1147
68615	72371	1250
0	133	0
25500	25582	134
48387	48438	217
50371	50499	269
52546	52625	398
55714	55860	478
56641	56782	625
56867	57013	767
59417	59479	914
60457	60540	977
64787	64889	1061
67834	68001	1164
71273	71590	1332
0	122	0
22149	22680	123
65543	65614	655
73955	74029	727
74714	74837	802
75520	75644	926
89451	89576	1051
92919	93103	1177
96987	97072	1362
103189	109654	1448
0	122	0
22149	22680	123
65543	65614	655
73955	74029	727
74714	74837	802
75520	75644	926
89451	89576	1051
92919	93103	1177
94200	94353	1362
96987	97072	1516
103189	109654	1602
0	99	0
15145	15676	100
58539	58610	632
66951	67025	704
67710	67833	779
68516	68640	903
82447	82572	1028
85915	86099	1154
96185	102650	1339
0	99	0
15145	15676	100
58539	58610	632
66951	67025	704
67710	67833	779
68516	68640	903
82447	82572	1028
85915	86099	1154
87196	87349	1339
89983	90068	1493
96185	102650	1579
0	99	0
15145	15676	100
58539	58610	632
66951	67025	704
67710	67833	779
68516	68640	903
82447	82572	1028
85915	86099	1154
89983	90068	1339
96185	102650	1425
0	589	0
4012	4071	590
4411	4522	650
5990	6135	762
0	990	0
1441	1678	991
3207	3283	1229
5720	6065	1306
9712	9802	1652
0	990	0
1441	1678	991
3207	3283	1229
5720	6065	1306
9740	10119	1652
0	177	0
16659	16761	178
19571	19696	281
19823	19886	407
19962	20089	471
20683	20765	599
21334	21517	682
24495	24560	866
25417	25519	932
25614	25798	1035
26120	26353	1220
26997	27101	1454
28124	28216	1559
28498	30460	1652
0	102	0
2912	3037	103
3164	3227	229
3303	3430	293
4024	4106	421
4675	4858	504
7836	7901	688
8758	8860	754
8955	9139	857
9461	9694	1042
10338	10442	1276
11465	11566	1381
11839	13801	1483
0	102	0
2912	3037	103
3164	3227	229
3303	3430	293
7836	7901	421
8758	8860	487
8955	9139	590
9461	9694	775
10338	10442	1009
11465	11557	1114
11839	13801	1207
0	491	0
4511	4712	492
6544	6674	694
7809	7903	825
7990	8160	920
9007	9099	1091
9190	9282	1184
9583	9765	1277
9858	10002	1460
12719	12929	1605
18841	19308	1816
0	491	0
6544	6674	492
7809	7903	623
7990	8160	718
9007	9099	889
9190	9282	982
9583	9765	1075
9858	10002	1258
12719	12929	1403
18841	19308	1614
0	103	0
4078	4316	104
4398	4523	343
4672	4873	469
0	533	0
610	740	534
1875	1969	665
2056	2226	760
3073	3165	931
3256	3348	1024
3649	3831	1117
3924	4068	1300
6785	6995	1445
12907	13374	1656
0	49	0
347	402	50
747	855	106
1438	1641	215
2595	2715	419
3316	3362	540
3608	3680	587
3947	4162	660
5036	5168	876
5564	6138	1009
0	251	0
924	1109	252
1243	1423	438
3872	3984	619
4260	4341	732
4468	7970	814
0	570	0
1231	1427	571
5343	6211	768
12024	12327	1637
0	1427	0
5343	6211	1428
12024	12327	2297
0	162	0
3953	4018	163
4519	5056	229
5538	6683	767
0	1784	0
2429	2736	1785
2835	2957	2093
3768	3960	2216
8246	8360	2409
8451	8613	2524
9498	9643	2687
10078	10173	2833
13059	13533	2929
15967	16186	3404
0	326	0
1259	1768	327
2413	2720	837
2819	2941	1145
3752	3944	1268
8230	8344	1461
8435	8597	1576
9482	9627	1739
10062	10157	1885
13043	13517	1981
15951	16170	2456
0	2988	0
3256	3339	2989
8703	8835	3073
11524	11628	3206
12726	12758	3311
13062	13200	3344
13906	14070	3483
15793	15877	3648
17157	17205	3733
18444	18527	3782
21645	21850	3866
23109	23408	4072
26224	26376	4372
30785	30902	4525
31690	31820	4643
34641	34733	4774
37141	37172	4867
70116	70298	4899
0	2988	0
8703	8835	2989
11524	11628	3122
12726	12758	3227
13062	13200	3260
13906	14070	3399
15793	15877	3564
17157	17205	3649
18444	18527	3698
21645	21850	3782
23109	23408	3988
26224	26376	4288
30785	30902	4441
31690	31820	4559
34641	34733	4690
37141	37172	4783
70116	70298	4815
0	104	0
228	337	105
1652	1754	215
1979	2330	318
3559	3662	670
5377	5536	774
5909	6059	934
7190	7263	1085
7493	7559	1159
7789	7945	1226
10179	10287	1383
10521	10758	1492
12176	12387	1730
15563	15658	1942
17635	17705	2038
18109	18319	2109
18400	18500	2320
19418	19705	2421
21762	21808	2709
22206	22308	2756
0	324	0
416	556	325
661	780	466
1735	1947	586
2047	2217	799
2992	3153	970
3246	3332	1132
3422	3567	1219
8788	8827	1365
8916	9528	1405
10763	10902	2018
0	151	0
2499	2664	152
4594	4898	318
0	1868	0
2436	2660	1869
3072	3130	2094
0	453	0
540	626	454
1023	1218	541
1409	1482	737
1564	1648	811
1729	1828	896
3638	3703	996
5157	5250	1062
5845	6064	1156
6155	6270	1376
6369	6482	1492
6856	6915	1606
8200	8448	1666
0	453	0
540	626	454
1023	1218	541
1409	1482	737
1564	1648	811
1729	1828	896
3638	3703	996
5157	5250	1062
5845	6064	1156
6155	6270	1376
6369	6482	1492
6856	6915	1606
