1620
KIAA0355	KIAA0355	MissingGeneType
GPI	GPI	MissingGeneType
PDCD2L	PDCD2L	MissingGeneType
UBA2	UBA2	MissingGeneType
WTIP	WTIP	MissingGeneType
SCGB1B2P	SCGB1B2P	MissingGeneType
SCGB2B2	SCGB2B2	MissingGeneType
SCGB2B3P	SCGB2B3P	MissingGeneType
ZNF302	ZNF302	MissingGeneType
ZNF181	ZNF181	MissingGeneType
ZNF599	ZNF599	MissingGeneType
LOC400685	LOC400685	MissingGeneType
LOC100652909	LOC100652909	MissingGeneType
ZNF30	ZNF30	MissingGeneType
ZNF792	ZNF792	MissingGeneType
GRAMD1A	GRAMD1A	MissingGeneType
SCN1B	SCN1B	MissingGeneType
HPN	HPN	MissingGeneType
LOC100128675	LOC100128675	MissingGeneType
FXYD3	FXYD3	MissingGeneType
LGI4	LGI4	MissingGeneType
FXYD1	FXYD1	MissingGeneType
FXYD7	FXYD7	MissingGeneType
FXYD5	FXYD5	MissingGeneType
FAM187B	FAM187B	MissingGeneType
LSR	LSR	MissingGeneType
USF2	USF2	MissingGeneType
HAMP	HAMP	MissingGeneType
MAG	MAG	MissingGeneType
CD22	CD22	MissingGeneType
FFAR1	FFAR1	MissingGeneType
FFAR3	FFAR3	MissingGeneType
LOC100128682	LOC100128682	MissingGeneType
FFAR2	FFAR2	MissingGeneType
KRTDAP	KRTDAP	MissingGeneType
DMKN	DMKN	MissingGeneType
SBSN	SBSN	MissingGeneType
GAPDHS	GAPDHS	MissingGeneType
LOC100506469	LOC100506469	MissingGeneType
TMEM147	TMEM147	MissingGeneType
ATP4A	ATP4A	MissingGeneType
HAUS5	HAUS5	MissingGeneType
RBM42	RBM42	MissingGeneType
ETV2	ETV2	MissingGeneType
COX6B1	COX6B1	MissingGeneType
UPK1A	UPK1A	MissingGeneType
ZBTB32	ZBTB32	MissingGeneType
MLL4	MLL4	MissingGeneType
IGFLR1	IGFLR1	MissingGeneType
U2AF1L4	U2AF1L4	MissingGeneType
PSENEN	PSENEN	MissingGeneType
LIN37	LIN37	MissingGeneType
HSPB6	HSPB6	MissingGeneType
C19orf55	C19orf55	MissingGeneType
ARHGAP33	ARHGAP33	MissingGeneType
PRODH2	PRODH2	MissingGeneType
NPHS1	NPHS1	MissingGeneType
KIRREL2	KIRREL2	MissingGeneType
APLP1	APLP1	MissingGeneType
NFKBID	NFKBID	MissingGeneType
HCST	HCST	MissingGeneType
TYROBP	TYROBP	MissingGeneType
LRFN3	LRFN3	MissingGeneType
SDHAF1	SDHAF1	MissingGeneType
C19orf46	C19orf46	MissingGeneType
ALKBH6	ALKBH6	MissingGeneType
CLIP3	CLIP3	MissingGeneType
THAP8	THAP8	MissingGeneType
WDR62	WDR62	MissingGeneType
POLR2I	POLR2I	MissingGeneType
TBCB	TBCB	MissingGeneType
CAPNS1	CAPNS1	MissingGeneType
COX7A1	COX7A1	MissingGeneType
ZNF565	ZNF565	MissingGeneType
ZNF146	ZNF146	MissingGeneType
LOC100134317	LOC100134317	MissingGeneType
LOC100506930	LOC100506930	MissingGeneType
ZFP14	ZFP14	MissingGeneType
ZFP82	ZFP82	MissingGeneType
LOC644189	LOC644189	MissingGeneType
ZNF566	ZNF566	MissingGeneType
LOC728752	LOC728752	MissingGeneType
ZNF260	ZNF260	MissingGeneType
ZNF529	ZNF529	MissingGeneType
ZNF382	ZNF382	MissingGeneType
ZNF461	ZNF461	MissingGeneType
ZNF567	ZNF567	MissingGeneType
ZNF850	ZNF850	MissingGeneType
LOC284408	LOC284408	MissingGeneType
ZNF790	ZNF790	MissingGeneType
ZNF345	ZNF345	MissingGeneType
ZNF829	ZNF829	MissingGeneType
ZNF568	ZNF568	MissingGeneType
ZNF420	ZNF420	MissingGeneType
ZNF585A	ZNF585A	MissingGeneType
ZNF585B	ZNF585B	MissingGeneType
ZNF383	ZNF383	MissingGeneType
LOC284412	LOC284412	MissingGeneType
HKR1	HKR1	MissingGeneType
ZNF527	ZNF527	MissingGeneType
ZNF569	ZNF569	MissingGeneType
ZNF570	ZNF570	MissingGeneType
ZNF793	ZNF793	MissingGeneType
LOC100507433	LOC100507433	MissingGeneType
ZNF540	ZNF540	MissingGeneType
ZNF571	ZNF571	MissingGeneType
ZFP30	ZFP30	MissingGeneType
ZNF781	ZNF781	MissingGeneType
ZNF607	ZNF607	MissingGeneType
ZNF573	ZNF573	MissingGeneType
LOC644554	LOC644554	MissingGeneType
LOC100631378	LOC100631378	MissingGeneType
WDR87	WDR87	MissingGeneType
SIPA1L3	SIPA1L3	MissingGeneType
DPF1	DPF1	MissingGeneType
PPP1R14A	PPP1R14A	MissingGeneType
SPINT2	SPINT2	MissingGeneType
YIF1B	YIF1B	MissingGeneType
C19orf33	C19orf33	MissingGeneType
KCNK6	KCNK6	MissingGeneType
CATSPERG	CATSPERG	MissingGeneType
PSMD8	PSMD8	MissingGeneType
GGN	GGN	MissingGeneType
SPRED3	SPRED3	MissingGeneType
FAM98C	FAM98C	MissingGeneType
RASGRP4	RASGRP4	MissingGeneType
RYR1	RYR1	MissingGeneType
MAP4K1	MAP4K1	MissingGeneType
EIF3K	EIF3K	MissingGeneType
ACTN4	ACTN4	MissingGeneType
CAPN12	CAPN12	MissingGeneType
LGALS7	LGALS7	MissingGeneType
LGALS7B	LGALS7B	MissingGeneType
LGALS4	LGALS4	MissingGeneType
ECH1	ECH1	MissingGeneType
HNRNPL	HNRNPL	MissingGeneType
RINL	RINL	MissingGeneType
SIRT2	SIRT2	MissingGeneType
NFKBIB	NFKBIB	MissingGeneType
LOC643669	LOC643669	MissingGeneType
SARS2	SARS2	MissingGeneType
MRPS12	MRPS12	MissingGeneType
FBXO17	FBXO17	MissingGeneType
FBXO27	FBXO27	MissingGeneType
PAPL	PAPL	MissingGeneType
PAK4	PAK4	MissingGeneType
NCCRP1	NCCRP1	MissingGeneType
SYCN	SYCN	MissingGeneType
IL28B	IL28B	MissingGeneType
IL28A	IL28A	MissingGeneType
IL29	IL29	MissingGeneType
LRFN1	LRFN1	MissingGeneType
GMFG	GMFG	MissingGeneType
SAMD4B	SAMD4B	MissingGeneType
PAF1	PAF1	MissingGeneType
MED29	MED29	MissingGeneType
ZFP36	ZFP36	MissingGeneType
MIR4530	MIR4530	MissingGeneType
PLEKHG2	PLEKHG2	MissingGeneType
RPS16	RPS16	MissingGeneType
SUPT5H	SUPT5H	MissingGeneType
TIMM50	TIMM50	MissingGeneType
DLL3	DLL3	MissingGeneType
SELV	SELV	MissingGeneType
EID2B	EID2B	MissingGeneType
EID2	EID2	MissingGeneType
LGALS13	LGALS13	MissingGeneType
LOC100129935	LOC100129935	MissingGeneType
LGALS16	LGALS16	MissingGeneType
LGALS17A	LGALS17A	MissingGeneType
LGALS14	LGALS14	MissingGeneType
CLC	CLC	MissingGeneType
LEUTX	LEUTX	MissingGeneType
DYRK1B	DYRK1B	MissingGeneType
FBL	FBL	MissingGeneType
FCGBP	FCGBP	MissingGeneType
PSMC4	PSMC4	MissingGeneType
ZNF546	ZNF546	MissingGeneType
ZNF780B	ZNF780B	MissingGeneType
ZNF780A	ZNF780A	MissingGeneType
MAP3K10	MAP3K10	MissingGeneType
TTC9B	TTC9B	MissingGeneType
CNTD2	CNTD2	MissingGeneType
AKT2	AKT2	MissingGeneType
MIR641	MIR641	MissingGeneType
C19orf47	C19orf47	MissingGeneType
PLD3	PLD3	MissingGeneType
HIPK4	HIPK4	MissingGeneType
PRX	PRX	MissingGeneType
SERTAD1	SERTAD1	MissingGeneType
SERTAD3	SERTAD3	MissingGeneType
BLVRB	BLVRB	MissingGeneType
SPTBN4	SPTBN4	MissingGeneType
SHKBP1	SHKBP1	MissingGeneType
LTBP4	LTBP4	MissingGeneType
NUMBL	NUMBL	MissingGeneType
ADCK4	ADCK4	MissingGeneType
ITPKC	ITPKC	MissingGeneType
C19orf54	C19orf54	MissingGeneType
SNRPA	SNRPA	MissingGeneType
MIA	MIA	MissingGeneType
MIA-RAB4B	MIA-RAB4B	MissingGeneType
RAB4B	RAB4B	MissingGeneType
RAB4B-EGLN2	RAB4B-EGLN2	MissingGeneType
EGLN2	EGLN2	MissingGeneType
CYP2A6	CYP2A6	MissingGeneType
CYP2A7	CYP2A7	MissingGeneType
CYP2G1P	CYP2G1P	MissingGeneType
CYP2B7P1	CYP2B7P1	MissingGeneType
CYP2B6	CYP2B6	MissingGeneType
CYP2A13	CYP2A13	MissingGeneType
CYP2F1	CYP2F1	MissingGeneType
CYP2S1	CYP2S1	MissingGeneType
AXL	AXL	MissingGeneType
HNRNPUL1	HNRNPUL1	MissingGeneType
CCDC97	CCDC97	MissingGeneType
TGFB1	TGFB1	MissingGeneType
B9D2	B9D2	MissingGeneType
TMEM91	TMEM91	MissingGeneType
EXOSC5	EXOSC5	MissingGeneType
BCKDHA	BCKDHA	MissingGeneType
B3GNT8	B3GNT8	MissingGeneType
ATP5SL	ATP5SL	MissingGeneType
C19orf69	C19orf69	MissingGeneType
LOC100505495	LOC100505495	MissingGeneType
CEACAM21	CEACAM21	MissingGeneType
CEACAM4	CEACAM4	MissingGeneType
CEACAM7	CEACAM7	MissingGeneType
CEACAM5	CEACAM5	MissingGeneType
CEACAM6	CEACAM6	MissingGeneType
CEACAM3	CEACAM3	MissingGeneType
LYPD4	LYPD4	MissingGeneType
DMRTC2	DMRTC2	MissingGeneType
RPS19	RPS19	MissingGeneType
CD79A	CD79A	MissingGeneType
ARHGEF1	ARHGEF1	MissingGeneType
RABAC1	RABAC1	MissingGeneType
ATP1A3	ATP1A3	MissingGeneType
GRIK5	GRIK5	MissingGeneType
ZNF574	ZNF574	MissingGeneType
POU2F2	POU2F2	MissingGeneType
LOC100505622	LOC100505622	MissingGeneType
MIR4323	MIR4323	MissingGeneType
DEDD2	DEDD2	MissingGeneType
ZNF526	ZNF526	MissingGeneType
GSK3A	GSK3A	MissingGeneType
ERF	ERF	MissingGeneType
CIC	CIC	MissingGeneType
PAFAH1B3	PAFAH1B3	MissingGeneType
PRR19	PRR19	MissingGeneType
TMEM145	TMEM145	MissingGeneType
MEGF8	MEGF8	MissingGeneType
CNFN	CNFN	MissingGeneType
LIPE	LIPE	MissingGeneType
CXCL17	CXCL17	MissingGeneType
CEACAM1	CEACAM1	MissingGeneType
CEACAM8	CEACAM8	MissingGeneType
PSG3	PSG3	MissingGeneType
PSG8	PSG8	MissingGeneType
LOC100289650	LOC100289650	MissingGeneType
PSG10P	PSG10P	MissingGeneType
PSG1	PSG1	MissingGeneType
PSG6	PSG6	MissingGeneType
PSG7	PSG7	MissingGeneType
PSG11	PSG11	MissingGeneType
PSG2	PSG2	MissingGeneType
PSG5	PSG5	MissingGeneType
PSG4	PSG4	MissingGeneType
LOC284344	LOC284344	MissingGeneType
PSG9	PSG9	MissingGeneType
PRG1	PRG1	MissingGeneType
CD177	CD177	MissingGeneType
TEX101	TEX101	MissingGeneType
LYPD3	LYPD3	MissingGeneType
PHLDB3	PHLDB3	MissingGeneType
ETHE1	ETHE1	MissingGeneType
ZNF575	ZNF575	MissingGeneType
XRCC1	XRCC1	MissingGeneType
LOC390940	LOC390940	MissingGeneType
IRGQ	IRGQ	MissingGeneType
ZNF576	ZNF576	MissingGeneType
ZNF428	ZNF428	MissingGeneType
SRRM5	SRRM5	MissingGeneType
CADM4	CADM4	MissingGeneType
PLAUR	PLAUR	MissingGeneType
IRGC	IRGC	MissingGeneType
SMG9	SMG9	MissingGeneType
KCNN4	KCNN4	MissingGeneType
LYPD5	LYPD5	MissingGeneType
ZNF283	ZNF283	MissingGeneType
ZNF404	ZNF404	MissingGeneType
LOC100505715	LOC100505715	MissingGeneType
ZNF45	ZNF45	MissingGeneType
ZNF221	ZNF221	MissingGeneType
ZNF155	ZNF155	MissingGeneType
ZNF230	ZNF230	MissingGeneType
ZNF222	ZNF222	MissingGeneType
ZNF223	ZNF223	MissingGeneType
ZNF284	ZNF284	MissingGeneType
ZNF224	ZNF224	MissingGeneType
LOC100379224	LOC100379224	MissingGeneType
ZNF225	ZNF225	MissingGeneType
ZNF234	ZNF234	MissingGeneType
ZNF226	ZNF226	MissingGeneType
ZNF227	ZNF227	MissingGeneType
ZNF233	ZNF233	MissingGeneType
ZNF235	ZNF235	MissingGeneType
ZFP112	ZFP112	MissingGeneType
ZNF285	ZNF285	MissingGeneType
ZNF229	ZNF229	MissingGeneType
ZNF180	ZNF180	MissingGeneType
CEACAM20	CEACAM20	MissingGeneType
CEACAM22P	CEACAM22P	MissingGeneType
IGSF23	IGSF23	MissingGeneType
PVR	PVR	MissingGeneType
MIR4531	MIR4531	MissingGeneType
CEACAM19	CEACAM19	MissingGeneType
CEACAM16	CEACAM16	MissingGeneType
BCL3	BCL3	MissingGeneType
CBLC	CBLC	MissingGeneType
BCAM	BCAM	MissingGeneType
PVRL2	PVRL2	MissingGeneType
TOMM40	TOMM40	MissingGeneType
APOE	APOE	MissingGeneType
APOC1	APOC1	MissingGeneType
APOC1P1	APOC1P1	MissingGeneType
APOC4-APOC2	APOC4-APOC2	MissingGeneType
APOC4	APOC4	MissingGeneType
APOC2	APOC2	MissingGeneType
CLPTM1	CLPTM1	MissingGeneType
RELB	RELB	MissingGeneType
CLASRP	CLASRP	MissingGeneType
ZNF296	ZNF296	MissingGeneType
GEMIN7	GEMIN7	MissingGeneType
PPP1R37	PPP1R37	MissingGeneType
NKPD1	NKPD1	MissingGeneType
TRAPPC6A	TRAPPC6A	MissingGeneType
BLOC1S3	BLOC1S3	MissingGeneType
EXOC3L2	EXOC3L2	MissingGeneType
MARK4	MARK4	MissingGeneType
CKM	CKM	MissingGeneType
KLC3	KLC3	MissingGeneType
ERCC2	ERCC2	MissingGeneType
PPP1R13L	PPP1R13L	MissingGeneType
CD3EAP	CD3EAP	MissingGeneType
ERCC1	ERCC1	MissingGeneType
FOSB	FOSB	MissingGeneType
RTN2	RTN2	MissingGeneType
PPM1N	PPM1N	MissingGeneType
VASP	VASP	MissingGeneType
OPA3	OPA3	MissingGeneType
GPR4	GPR4	MissingGeneType
EML2	EML2	MissingGeneType
MIR330	MIR330	MissingGeneType
LOC100287177	LOC100287177	MissingGeneType
GIPR	GIPR	MissingGeneType
MIR642A	MIR642A	MissingGeneType
MIR642B	MIR642B	MissingGeneType
SNRPD2	SNRPD2	MissingGeneType
QPCTL	QPCTL	MissingGeneType
FBXO46	FBXO46	MissingGeneType
LOC388553	LOC388553	MissingGeneType
SIX5	SIX5	MissingGeneType
DMPK	DMPK	MissingGeneType
DMWD	DMWD	MissingGeneType
RSPH6A	RSPH6A	MissingGeneType
SYMPK	SYMPK	MissingGeneType
FOXA3	FOXA3	MissingGeneType
IRF2BP1	IRF2BP1	MissingGeneType
MYPOP	MYPOP	MissingGeneType
NANOS2	NANOS2	MissingGeneType
NOVA2	NOVA2	MissingGeneType
CCDC61	CCDC61	MissingGeneType
MIR769	MIR769	MissingGeneType
PGLYRP1	PGLYRP1	MissingGeneType
IGFL4	IGFL4	MissingGeneType
IGFL3	IGFL3	MissingGeneType
IGFL2	IGFL2	MissingGeneType
DKFZp434J0226	DKFZp434J0226	MissingGeneType
IGFL1	IGFL1	MissingGeneType
HIF3A	HIF3A	MissingGeneType
PPP5C	PPP5C	MissingGeneType
CCDC8	CCDC8	MissingGeneType
PNMAL1	PNMAL1	MissingGeneType
LOC100506012	LOC100506012	MissingGeneType
PNMAL2	PNMAL2	MissingGeneType
CALM3	CALM3	MissingGeneType
PTGIR	PTGIR	MissingGeneType
GNG8	GNG8	MissingGeneType
DACT3	DACT3	MissingGeneType
LOC100506068	LOC100506068	MissingGeneType
PRKD2	PRKD2	MissingGeneType
MIR320E	MIR320E	MissingGeneType
STRN4	STRN4	MissingGeneType
FKRP	FKRP	MissingGeneType
SLC1A5	SLC1A5	MissingGeneType
SNAR-E	SNAR-E	MissingGeneType
AP2S1	AP2S1	MissingGeneType
ARHGAP35	ARHGAP35	MissingGeneType
NPAS1	NPAS1	MissingGeneType
TMEM160	TMEM160	MissingGeneType
ZC3H4	ZC3H4	MissingGeneType
SAE1	SAE1	MissingGeneType
BBC3	BBC3	MissingGeneType
MIR3190	MIR3190	MissingGeneType
MIR3191	MIR3191	MissingGeneType
CCDC9	CCDC9	MissingGeneType
PRR24	PRR24	MissingGeneType
C5AR1	C5AR1	MissingGeneType
GPR77	GPR77	MissingGeneType
DHX34	DHX34	MissingGeneType
MEIS3	MEIS3	MissingGeneType
SLC8A2	SLC8A2	MissingGeneType
KPTN	KPTN	MissingGeneType
LOC100505681	LOC100505681	MissingGeneType
NAPA	NAPA	MissingGeneType
ZNF541	ZNF541	MissingGeneType
GLTSCR1	GLTSCR1	MissingGeneType
EHD2	EHD2	MissingGeneType
GLTSCR2	GLTSCR2	MissingGeneType
SNORD23	SNORD23	MissingGeneType
SEPW1	SEPW1	MissingGeneType
TPRX1	TPRX1	MissingGeneType
CRX	CRX	MissingGeneType
SULT2A1	SULT2A1	MissingGeneType
SNAR-A12	SNAR-A12	MissingGeneType
SNAR-A13	SNAR-A13	MissingGeneType
SNAR-C1	SNAR-C1	MissingGeneType
SNAR-C5	SNAR-C5	MissingGeneType
SNAR-C2	SNAR-C2	MissingGeneType
SNAR-A1	SNAR-A1	MissingGeneType
SNAR-A2	SNAR-A2	MissingGeneType
SNAR-A14	SNAR-A14	MissingGeneType
SNAR-A11	SNAR-A11	MissingGeneType
SNAR-A4	SNAR-A4	MissingGeneType
SNAR-A8	SNAR-A8	MissingGeneType
SNAR-A5	SNAR-A5	MissingGeneType
SNAR-A9	SNAR-A9	MissingGeneType
SNAR-A3	SNAR-A3	MissingGeneType
SNAR-A10	SNAR-A10	MissingGeneType
SNAR-A6	SNAR-A6	MissingGeneType
SNAR-A7	SNAR-A7	MissingGeneType
SNAR-C4	SNAR-C4	MissingGeneType
SNAR-C3	SNAR-C3	MissingGeneType
BSPH1	BSPH1	MissingGeneType
ELSPBP1	ELSPBP1	MissingGeneType
CABP5	CABP5	MissingGeneType
PLA2G4C	PLA2G4C	MissingGeneType
LIG1	LIG1	MissingGeneType
CARD8	CARD8	MissingGeneType
LOC100505812	LOC100505812	MissingGeneType
ZNF114	ZNF114	MissingGeneType
CCDC114	CCDC114	MissingGeneType
EMP3	EMP3	MissingGeneType
TMEM143	TMEM143	MissingGeneType
SYNGR4	SYNGR4	MissingGeneType
KDELR1	KDELR1	MissingGeneType
GRIN2D	GRIN2D	MissingGeneType
GRWD1	GRWD1	MissingGeneType
KCNJ14	KCNJ14	MissingGeneType
CYTH2	CYTH2	MissingGeneType
LMTK3	LMTK3	MissingGeneType
SULT2B1	SULT2B1	MissingGeneType
FAM83E	FAM83E	MissingGeneType
SPACA4	SPACA4	MissingGeneType
RPL18	RPL18	MissingGeneType
SPHK2	SPHK2	MissingGeneType
DBP	DBP	MissingGeneType
CA11	CA11	MissingGeneType
SEC1	SEC1	MissingGeneType
NTN5	NTN5	MissingGeneType
FUT2	FUT2	MissingGeneType
MAMSTR	MAMSTR	MissingGeneType
RASIP1	RASIP1	MissingGeneType
IZUMO1	IZUMO1	MissingGeneType
FUT1	FUT1	MissingGeneType
FGF21	FGF21	MissingGeneType
BCAT2	BCAT2	MissingGeneType
HSD17B14	HSD17B14	MissingGeneType
PLEKHA4	PLEKHA4	MissingGeneType
PPP1R15A	PPP1R15A	MissingGeneType
TULP2	TULP2	MissingGeneType
NUCB1	NUCB1	MissingGeneType
DHDH	DHDH	MissingGeneType
BAX	BAX	MissingGeneType
FTL	FTL	MissingGeneType
GYS1	GYS1	MissingGeneType
RUVBL2	RUVBL2	MissingGeneType
LHB	LHB	MissingGeneType
CGB	CGB	MissingGeneType
SNAR-G2	SNAR-G2	MissingGeneType
CGB2	CGB2	MissingGeneType
CGB1	CGB1	MissingGeneType
SNAR-G1	SNAR-G1	MissingGeneType
CGB5	CGB5	MissingGeneType
CGB8	CGB8	MissingGeneType
CGB7	CGB7	MissingGeneType
NTF4	NTF4	MissingGeneType
KCNA7	KCNA7	MissingGeneType
SNRNP70	SNRNP70	MissingGeneType
LIN7B	LIN7B	MissingGeneType
C19orf73	C19orf73	MissingGeneType
PPFIA3	PPFIA3	MissingGeneType
HRC	HRC	MissingGeneType
TRPM4	TRPM4	MissingGeneType
SLC6A16	SLC6A16	MissingGeneType
MIR4324	MIR4324	MissingGeneType
CD37	CD37	MissingGeneType
TEAD2	TEAD2	MissingGeneType
DKKL1	DKKL1	MissingGeneType
CCDC155	CCDC155	MissingGeneType
PTH2	PTH2	MissingGeneType
LOC100507003	LOC100507003	MissingGeneType
SLC17A7	SLC17A7	MissingGeneType
PIH1D1	PIH1D1	MissingGeneType
ALDH16A1	ALDH16A1	MissingGeneType
FLT3LG	FLT3LG	MissingGeneType
RPL13A	RPL13A	MissingGeneType
RPL13AP5	RPL13AP5	MissingGeneType
SNORD32A	SNORD32A	MissingGeneType
SNORD33	SNORD33	MissingGeneType
SNORD34	SNORD34	MissingGeneType
SNORD35A	SNORD35A	MissingGeneType
RPS11	RPS11	MissingGeneType
SNORD35B	SNORD35B	MissingGeneType
MIR150	MIR150	MissingGeneType
FCGRT	FCGRT	MissingGeneType
RCN3	RCN3	MissingGeneType
NOSIP	NOSIP	MissingGeneType
PRRG2	PRRG2	MissingGeneType
PRR12	PRR12	MissingGeneType
RRAS	RRAS	MissingGeneType
SCAF1	SCAF1	MissingGeneType
IRF3	IRF3	MissingGeneType
BCL2L12	BCL2L12	MissingGeneType
PRMT1	PRMT1	MissingGeneType
C19orf76	C19orf76	MissingGeneType
CPT1C	CPT1C	MissingGeneType
TSKS	TSKS	MissingGeneType
AP2A1	AP2A1	MissingGeneType
FUZ	FUZ	MissingGeneType
MED25	MED25	MissingGeneType
LOC100506033	LOC100506033	MissingGeneType
PTOV1	PTOV1	MissingGeneType
MIR4749	MIR4749	MissingGeneType
PNKP	PNKP	MissingGeneType
AKT1S1	AKT1S1	MissingGeneType
TBC1D17	TBC1D17	MissingGeneType
MIR4750	MIR4750	MissingGeneType
IL4I1	IL4I1	MissingGeneType
NUP62	NUP62	MissingGeneType
ATF5	ATF5	MissingGeneType
MIR4751	MIR4751	MissingGeneType
SIGLEC11	SIGLEC11	MissingGeneType
SIGLEC16	SIGLEC16	MissingGeneType
VRK3	VRK3	MissingGeneType
ZNF473	ZNF473	MissingGeneType
FLJ26850	FLJ26850	MissingGeneType
SNAR-B2	SNAR-B2	MissingGeneType
SNAR-B1	SNAR-B1	MissingGeneType
SNAR-D	SNAR-D	MissingGeneType
IZUMO2	IZUMO2	MissingGeneType
MYH14	MYH14	MissingGeneType
KCNC3	KCNC3	MissingGeneType
NAPSB	NAPSB	MissingGeneType
NAPSA	NAPSA	MissingGeneType
NR1H2	NR1H2	MissingGeneType
POLD1	POLD1	MissingGeneType
SPIB	SPIB	MissingGeneType
MYBPC2	MYBPC2	MissingGeneType
FAM71E1	FAM71E1	MissingGeneType
C19orf63	C19orf63	MissingGeneType
JOSD2	JOSD2	MissingGeneType
ASPDH	ASPDH	MissingGeneType
LRRC4B	LRRC4B	MissingGeneType
SNAR-F	SNAR-F	MissingGeneType
SYT3	SYT3	MissingGeneType
C19orf81	C19orf81	MissingGeneType
SHANK1	SHANK1	MissingGeneType
CLEC11A	CLEC11A	MissingGeneType
GPR32	GPR32	MissingGeneType
ACPT	ACPT	MissingGeneType
C19orf48	C19orf48	MissingGeneType
SNORD88B	SNORD88B	MissingGeneType
SNORD88A	SNORD88A	MissingGeneType
SNORD88C	SNORD88C	MissingGeneType
MGC45922	MGC45922	MissingGeneType
KLK1	KLK1	MissingGeneType
KLK15	KLK15	MissingGeneType
KLK3	KLK3	MissingGeneType
KLK2	KLK2	MissingGeneType
KLKP1	KLKP1	MissingGeneType
KLK4	KLK4	MissingGeneType
KLK5	KLK5	MissingGeneType
KLK6	KLK6	MissingGeneType
KLK7	KLK7	MissingGeneType
KLK8	KLK8	MissingGeneType
KLK9	KLK9	MissingGeneType
KLK10	KLK10	MissingGeneType
KLK11	KLK11	MissingGeneType
KLK12	KLK12	MissingGeneType
KLK13	KLK13	MissingGeneType
KLK14	KLK14	MissingGeneType
CTU1	CTU1	MissingGeneType
SIGLEC9	SIGLEC9	MissingGeneType
SIGLEC7	SIGLEC7	MissingGeneType
SIGLECP3	SIGLECP3	MissingGeneType
CD33	CD33	MissingGeneType
C19orf75	C19orf75	MissingGeneType
IGLON5	IGLON5	MissingGeneType
VSIG10L	VSIG10L	MissingGeneType
ETFB	ETFB	MissingGeneType
CLDND2	CLDND2	MissingGeneType
NKG7	NKG7	MissingGeneType
LIM2	LIM2	MissingGeneType
LOC147646	LOC147646	MissingGeneType
SIGLEC10	SIGLEC10	MissingGeneType
LOC100129083	LOC100129083	MissingGeneType
SIGLEC8	SIGLEC8	MissingGeneType
CEACAM18	CEACAM18	MissingGeneType
SIGLEC12	SIGLEC12	MissingGeneType
SIGLEC6	SIGLEC6	MissingGeneType
ZNF175	ZNF175	MissingGeneType
FLJ30403	FLJ30403	MissingGeneType
SIGLEC5	SIGLEC5	MissingGeneType
SIGLEC14	SIGLEC14	MissingGeneType
MIR99B	MIR99B	MissingGeneType
MIRLET7E	MIRLET7E	MissingGeneType
MIR125A	MIR125A	MissingGeneType
LINC00085	LINC00085	MissingGeneType
HAS1	HAS1	MissingGeneType
FPR1	FPR1	MissingGeneType
FPR2	FPR2	MissingGeneType
FPR3	FPR3	MissingGeneType
ZNF577	ZNF577	MissingGeneType
ZNF649	ZNF649	MissingGeneType
ZNF613	ZNF613	MissingGeneType
ZNF350	ZNF350	MissingGeneType
ZNF615	ZNF615	MissingGeneType
ZNF614	ZNF614	MissingGeneType
ZNF432	ZNF432	MissingGeneType
ZNF841	ZNF841	MissingGeneType
ZNF616	ZNF616	MissingGeneType
ZNF836	ZNF836	MissingGeneType
PPP2R1A	PPP2R1A	MissingGeneType
ZNF766	ZNF766	MissingGeneType
MIR643	MIR643	MissingGeneType
ZNF480	ZNF480	MissingGeneType
ZNF610	ZNF610	MissingGeneType
ZNF880	ZNF880	MissingGeneType
ZNF528	ZNF528	MissingGeneType
ZNF534	ZNF534	MissingGeneType
ZNF578	ZNF578	MissingGeneType
ZNF808	ZNF808	MissingGeneType
ZNF701	ZNF701	MissingGeneType
ZNF137P	ZNF137P	MissingGeneType
ZNF83	ZNF83	MissingGeneType
ZNF611	ZNF611	MissingGeneType
ZNF600	ZNF600	MissingGeneType
ZNF28	ZNF28	MissingGeneType
ZNF468	ZNF468	MissingGeneType
ZNF320	ZNF320	MissingGeneType
ZNF816-ZNF321P	ZNF816-ZNF321P	MissingGeneType
ZNF321P	ZNF321P	MissingGeneType
ZNF816	ZNF816	MissingGeneType
ZNF702P	ZNF702P	MissingGeneType
ERVV-1	ERVV-1	MissingGeneType
ERVV-2	ERVV-2	MissingGeneType
ZNF160	ZNF160	MissingGeneType
ZNF415	ZNF415	MissingGeneType
ZNF347	ZNF347	MissingGeneType
ZNF665	ZNF665	MissingGeneType
ZNF677	ZNF677	MissingGeneType
VN1R2	VN1R2	MissingGeneType
VN1R4	VN1R4	MissingGeneType
LOC646508	LOC646508	MissingGeneType
FAM90A27P	FAM90A27P	MissingGeneType
BIRC8	BIRC8	MissingGeneType
ZNF845	ZNF845	MissingGeneType
ZNF525	ZNF525	MissingGeneType
ZNF765	ZNF765	MissingGeneType
ZNF761	ZNF761	MissingGeneType
LOC147804	LOC147804	MissingGeneType
ZNF813	ZNF813	MissingGeneType
ZNF331	ZNF331	MissingGeneType
LOC284379	LOC284379	MissingGeneType
DPRX	DPRX	MissingGeneType
MIR512-2	MIR512-2	MissingGeneType
MIR512-1	MIR512-1	MissingGeneType
MIR1323	MIR1323	MissingGeneType
MIR498	MIR498	MissingGeneType
MIR520E	MIR520E	MissingGeneType
